Strike;IV;
116.724064;0.660125;
117.051677;0.659559;
117.380210;0.658998;
117.709665;0.658442;
118.040045;0.657891;
118.371352;0.657344;
118.703589;0.656803;
119.036758;0.656266;
119.370863;0.655735;
119.705905;0.655208;
120.041888;0.654687;
120.378814;0.654171;
120.716685;0.653660;
121.055505;0.653154;
121.395275;0.652654;
121.736000;0.652158;
122.077680;0.651668;
122.420320;0.651184;
122.763921;0.650705;
123.108487;0.650231;
123.454020;0.649762;
123.800522;0.649300;
124.147997;0.648842;
124.496448;0.648390;
124.845876;0.647944;
125.196285;0.647503;
125.547678;0.647068;
125.900057;0.646639;
126.253425;0.646215;
126.607785;0.645797;
126.963139;0.645385;
127.319491;0.644978;
127.676843;0.644578;
128.035198;0.644183;
128.394559;0.643794;
128.754928;0.643411;
129.116309;0.643033;
129.478704;0.642662;
129.842117;0.642297;
130.206549;0.641937;
130.572004;0.641584;
130.938485;0.641237;
131.305995;0.640895;
131.674536;0.640560;
132.044111;0.640231;
132.414724;0.639908;
132.786377;0.639591;
133.159073;0.639280;
133.532815;0.638976;
133.907606;0.638678;
134.283449;0.638386;
134.660347;0.638100;
135.038303;0.637820;
135.417320;0.637547;
135.797400;0.637280;
136.178547;0.637019;
136.560764;0.636765;
136.944054;0.636516;
137.328420;0.636275;
137.713864;0.636039;
138.100390;0.635810;
138.488002;0.635588;
138.876701;0.635372;
139.266491;0.635162;
139.657375;0.634959;
140.049356;0.634762;
140.442437;0.634571;
140.836622;0.634387;
141.231913;0.634210;
141.628313;0.634039;
142.025826;0.633874;
142.424455;0.633716;
142.824203;0.633565;
143.225072;0.633420;
143.627067;0.633281;
144.030190;0.633149;
144.434444;0.633024;
144.839833;0.632905;
145.246360;0.632792;
145.654028;0.632686;
146.062841;0.632587;
146.472800;0.632494;
146.883910;0.632407;
147.296174;0.632327;
147.709596;0.632254;
148.124177;0.632187;
148.539923;0.632127;
148.956835;0.632073;
149.374917;0.632025;
149.794173;0.631984;
150.214605;0.631950;
150.636218;0.631922;
151.059013;0.631901;
151.482996;0.631886;
151.908168;0.631877;
152.334534;0.631875;
152.762097;0.631880;
153.190859;0.631891;
153.620825;0.631908;
154.051998;0.631931;
154.484381;0.631962;
154.917978;0.631998;
155.352792;0.632041;
155.788826;0.632090;
156.226083;0.632146;
156.664569;0.632208;
157.104284;0.632276;
157.545234;0.632350;
157.987422;0.632431;
158.430851;0.632518;
158.875524;0.632611;
159.321445;0.632711;
159.768618;0.632817;
160.217046;0.632929;
160.666733;0.633047;
161.117682;0.633171;
161.569896;0.633302;
162.023380;0.633438;
162.478137;0.633581;
162.934170;0.633729;
163.391483;0.633884;
163.850079;0.634045;
164.309963;0.634212;
164.771137;0.634385;
165.233606;0.634563;
165.697373;0.634748;
166.162441;0.634939;
166.628815;0.635135;
167.096498;0.635337;
167.565494;0.635545;
168.035805;0.635759;
168.507437;0.635979;
168.980393;0.636204;
169.454676;0.636436;
169.930290;0.636672;
170.407239;0.636915;
170.885527;0.637163;
171.365157;0.637417;
171.846134;0.637676;
172.328460;0.637941;
172.812141;0.638211;
173.297178;0.638487;
173.783577;0.638769;
174.271342;0.639055;
174.760475;0.639348;
175.250981;0.639645;
175.742864;0.639948;
176.236128;0.640256;
176.730776;0.640569;
177.226812;0.640888;
177.724241;0.641212;
178.223066;0.641541;
178.723290;0.641875;
179.224919;0.642214;
179.727956;0.642559;
180.232404;0.642908;
180.738269;0.643262;
181.245553;0.643622;
181.754261;0.643986;
182.264397;0.644355;
182.775965;0.644729;
183.288969;0.645108;
183.803412;0.645492;
184.319299;0.645880;
184.836635;0.646273;
185.355422;0.646671;
185.875665;0.647074;
186.397369;0.647481;
186.920537;0.647893;
187.445173;0.648309;
187.971282;0.648730;
188.498867;0.649155;
189.027934;0.649585;
189.558485;0.650019;
190.090525;0.650458;
190.624059;0.650900;
191.159090;0.651348;
191.695623;0.651799;
192.233661;0.652255;
192.773210;0.652715;
193.314273;0.653179;
193.856855;0.653647;
194.400960;0.654120;
194.946592;0.654596;
195.493755;0.655077;
196.042454;0.655561;
196.592693;0.656050;
197.144477;0.656542;
197.697809;0.657038;
198.252694;0.657538;
198.809137;0.658042;
199.367141;0.658550;
199.926712;0.659062;
200.487853;0.659577;
201.050569;0.660096;
201.614864;0.660618;
202.180744;0.661145;
202.748211;0.661675;
203.317272;0.662208;
203.887929;0.662745;
204.460189;0.663285;
205.034054;0.663829;
205.609530;0.664376;
206.186622;0.664927;
206.765333;0.665481;
207.345668;0.666038;
207.927632;0.666599;
208.511230;0.667163;
209.096465;0.667730;
209.683344;0.668300;
210.271869;0.668873;
210.862046;0.669450;
211.453880;0.670030;
212.047375;0.670612;
212.642536;0.671198;
213.239367;0.671787;
213.837873;0.672379;
214.438059;0.672973;
215.039930;0.673571;
215.643490;0.674172;
216.248744;0.674775;
216.855696;0.675381;
217.464353;0.675990;
218.074717;0.676602;
218.686795;0.677216;
219.300591;0.677833;
219.916109;0.678453;
220.533356;0.679075;
221.152334;0.679700;
221.773050;0.680328;
222.395508;0.680958;
223.019713;0.681591;
223.645670;0.682226;
224.273384;0.682864;
224.902860;0.683504;
225.534103;0.684146;
226.167117;0.684791;
226.801908;0.685439;
227.438481;0.686088;
228.076840;0.686740;
228.716991;0.687394;
229.358939;0.688051;
230.002688;0.688709;
230.648245;0.689370;
231.295613;0.690033;
231.944799;0.690698;
232.595806;0.691366;
233.248641;0.692035;
233.903308;0.692706;
234.559812;0.693380;
235.218159;0.694055;
235.878354;0.694733;
236.540402;0.695412;
237.204308;0.696094;
237.870077;0.696777;
238.537716;0.697462;
239.207228;0.698149;
239.878619;0.698838;
240.551894;0.699529;
241.227059;0.700222;
241.904120;0.700916;
242.583080;0.701612;
243.263947;0.702310;
243.946724;0.703010;
244.631418;0.703711;
245.318033;0.704414;
246.006575;0.705118;
246.697051;0.705825;
247.389464;0.706532;
248.083820;0.707242;
248.780125;0.707953;
249.478385;0.708665;
250.178605;0.709379;
250.880790;0.710095;
251.584945;0.710812;
252.291077;0.711530;
252.999191;0.712250;
253.709293;0.712971;
254.421388;0.713694;
255.135481;0.714418;
255.851578;0.715144;
256.569686;0.715870;
257.289809;0.716599;
258.011953;0.717328;
258.736124;0.718059;
259.462327;0.718791;
260.190569;0.719524;
260.920855;0.720258;
261.653191;0.720994;
262.387582;0.721731;
263.124034;0.722469;
263.862553;0.723208;
264.603145;0.723948;
265.345816;0.724690;
266.090571;0.725432;
266.837417;0.726176;
267.586358;0.726921;
268.337402;0.727667;
269.090554;0.728414;
269.845820;0.729161;
270.603205;0.729910;
271.362716;0.730660;
272.124360;0.731411;
272.888140;0.732163;
273.654065;0.732916;
274.422139;0.733669;
275.192369;0.734424;
275.964761;0.735180;
276.739321;0.735936;
277.516054;0.736693;
278.294968;0.737451;
279.076068;0.738210;
279.859361;0.738970;
280.644852;0.739731;
281.432547;0.740492;
282.222454;0.741255;
283.014577;0.742018;
283.808924;0.742782;
284.605500;0.743546;
285.404312;0.744311;
286.205366;0.745077;
287.008669;0.745844;
287.814226;0.746612;
288.622044;0.747380;
289.432129;0.748148;
290.244488;0.748918;
291.059127;0.749688;
291.876053;0.750459;
292.695271;0.751230;
293.516789;0.752002;
294.340613;0.752775;
295.166749;0.753548;
295.995204;0.754322;
296.825983;0.755096;
297.659095;0.755871;
298.494545;0.756646;
299.332340;0.757422;
300.172486;0.758199;
301.014991;0.758975;
301.859860;0.759753;
302.707100;0.760531;
303.556719;0.761309;
304.408722;0.762088;
305.263116;0.762868;
306.119909;0.763648;
306.979106;0.764428;
307.840715;0.765209;
308.704742;0.765990;
309.571194;0.766771;
310.440078;0.767553;
311.311401;0.768335;
312.185169;0.769118;
313.061390;0.769901;
313.940070;0.770685;
314.821217;0.771469;
315.704836;0.772253;
316.590936;0.773037;
317.479522;0.773822;
318.370603;0.774607;
319.264185;0.775393;
320.160275;0.776178;
321.058879;0.776964;
321.960006;0.777751;
322.863663;0.778537;
323.769855;0.779324;
324.678591;0.780111;
325.589878;0.780899;
326.503722;0.781686;
327.420131;0.782474;
328.339112;0.783262;
329.260673;0.784051;
330.184820;0.784839;
331.111561;0.785628;
332.040904;0.786417;
332.972854;0.787206;
333.907421;0.787995;
334.844610;0.788785;
335.784430;0.789575;
336.726887;0.790364;
337.671990;0.791155;
338.619746;0.791945;
339.570162;0.792735;
340.523245;0.793525;
341.479003;0.794316;
342.437444;0.795107;
343.398575;0.795898;
344.362403;0.796688;
345.328937;0.797480;
346.298184;0.798271;
347.270151;0.799062;
348.244846;0.799853;
349.222277;0.800645;
350.202451;0.801436;
351.185376;0.802228;
352.171060;0.803019;
353.159511;0.803811;
354.150736;0.804603;
355.144743;0.805394;
356.141540;0.806186;
357.141134;0.806978;
358.143535;0.807770;
359.148748;0.808562;
360.156783;0.809354;
361.167648;0.810146;
362.181349;0.810938;
363.197896;0.811730;
364.217296;0.812522;
365.239557;0.813314;
366.264688;0.814106;
367.292696;0.814898;
368.323589;0.815690;
369.357375;0.816481;
370.394063;0.817273;
371.433661;0.818065;
372.476176;0.818857;
373.521618;0.819649;
374.569994;0.820440;
375.621312;0.821232;
376.675582;0.822024;
377.732810;0.822815;
378.793006;0.823607;
379.856177;0.824398;
380.922332;0.825189;
381.991480;0.825981;
383.063629;0.826772;
384.138787;0.827563;
385.216962;0.828354;
386.298164;0.829145;
387.382400;0.829936;
388.469680;0.830726;
389.560011;0.831517;
390.653402;0.832307;
391.749863;0.833098;
392.849400;0.833888;
393.952024;0.834678;
395.057743;0.835468;
396.166565;0.836258;
397.278499;0.837048;
398.393554;0.837837;
399.511739;0.838627;
400.633063;0.839416;
401.757533;0.840206;
402.885160;0.840995;
404.015952;0.841784;
405.149917;0.842572;
406.287065;0.843361;
407.427405;0.844149;
408.570945;0.844938;
409.717696;0.845726;
410.867664;0.846514;
412.020861;0.847302;
413.177294;0.848089;
414.336973;0.848877;
415.499906;0.849664;
416.666104;0.850451;
417.835575;0.851238;
419.008329;0.852025;
420.184374;0.852811;
421.363720;0.853597;
422.546376;0.854384;
423.732351;0.855169;
424.921655;0.855955;
426.114298;0.856741;
427.310287;0.857526;
428.509634;0.858311;
429.712346;0.859096;
430.918435;0.859881;
432.127908;0.860665;
433.340777;0.861449;
434.557049;0.862233;
435.776735;0.863017;
436.999845;0.863801;
438.226387;0.864584;
439.456372;0.865367;
440.689809;0.866150;
441.926709;0.866933;
443.167080;0.867715;
444.410932;0.868497;
445.658275;0.869279;
446.909120;0.870061;
448.163475;0.870842;
449.421351;0.871624;
450.682757;0.872404;
451.947704;0.873185;
453.216201;0.873966;
454.488258;0.874746;
455.763886;0.875526;
457.043094;0.876305;
458.325893;0.877085;
459.612292;0.877864;
460.902301;0.878643;
462.195932;0.879422;
463.493193;0.880200;
464.794095;0.880978;
466.098649;0.881756;
467.406864;0.882533;
468.718751;0.883311;
470.034320;0.884088;
471.353581;0.884864;
472.676545;0.885641;
474.003223;0.886417;
475.333624;0.887193;
476.667759;0.887968;
478.005639;0.888744;
479.347274;0.889519;
480.692674;0.890293;
482.041851;0.891068;
483.394814;0.891842;
484.751575;0.892616;
486.112144;0.893390;
487.476532;0.894163;
488.844749;0.894936;
490.216806;0.895709;
491.592714;0.896481;
492.972484;0.897253;
494.356127;0.898025;
495.743654;0.898796;
497.135074;0.899567;
