Strike;IV;
82.598918;0.876106;
82.830751;0.875418;
83.063235;0.874738;
83.296371;0.874065;
83.530162;0.873400;
83.764609;0.872743;
83.999714;0.872093;
84.235479;0.871451;
84.471905;0.870817;
84.708996;0.870191;
84.946751;0.869573;
85.185174;0.868963;
85.424266;0.868361;
85.664030;0.867767;
85.904466;0.867182;
86.145577;0.866605;
86.387365;0.866035;
86.629831;0.865475;
86.872978;0.864923;
87.116807;0.864379;
87.361321;0.863843;
87.606521;0.863317;
87.852409;0.862798;
88.098988;0.862289;
88.346258;0.861788;
88.594223;0.861296;
88.842883;0.860813;
89.092241;0.860338;
89.342300;0.859873;
89.593060;0.859416;
89.844524;0.858968;
90.096693;0.858530;
90.349571;0.858100;
90.603158;0.857680;
90.857457;0.857268;
91.112470;0.856866;
91.368198;0.856473;
91.624645;0.856089;
91.881811;0.855715;
92.139698;0.855350;
92.398310;0.854994;
92.657648;0.854648;
92.917713;0.854311;
93.178508;0.853984;
93.440036;0.853666;
93.702297;0.853357;
93.965294;0.853059;
94.229030;0.852769;
94.493506;0.852490;
94.758724;0.852220;
95.024687;0.851960;
95.291396;0.851709;
95.558853;0.851468;
95.827062;0.851237;
96.096023;0.851016;
96.365739;0.850805;
96.636212;0.850603;
96.907444;0.850411;
97.179437;0.850229;
97.452194;0.850057;
97.725717;0.849895;
98.000007;0.849743;
98.275067;0.849600;
98.550899;0.849468;
98.827505;0.849346;
99.104888;0.849233;
99.383049;0.849131;
99.661990;0.849038;
99.941715;0.848956;
100.222225;0.848883;
100.503522;0.848821;
100.785609;0.848768;
101.068487;0.848726;
101.352160;0.848693;
101.636628;0.848671;
101.921895;0.848658;
102.207963;0.848656;
102.494834;0.848663;
102.782509;0.848681;
103.070993;0.848708;
103.360285;0.848746;
103.650390;0.848794;
103.941309;0.848851;
104.233045;0.848919;
104.525600;0.848996;
104.818975;0.849084;
105.113174;0.849181;
105.408199;0.849289;
105.704052;0.849406;
106.000735;0.849533;
106.298251;0.849670;
106.596602;0.849817;
106.895790;0.849974;
107.195818;0.850141;
107.496688;0.850317;
107.798403;0.850504;
108.100964;0.850700;
108.404375;0.850906;
108.708637;0.851121;
109.013754;0.851346;
109.319726;0.851581;
109.626558;0.851826;
109.934250;0.852080;
110.242807;0.852344;
110.552229;0.852617;
110.862520;0.852900;
111.173681;0.853192;
111.485716;0.853494;
111.798627;0.853805;
112.112416;0.854126;
112.427086;0.854456;
112.742639;0.854795;
113.059077;0.855144;
113.376404;0.855501;
113.694622;0.855869;
114.013732;0.856245;
114.333739;0.856630;
114.654643;0.857025;
114.976448;0.857428;
115.299156;0.857840;
115.622771;0.858262;
115.947293;0.858692;
116.272726;0.859132;
116.599073;0.859580;
116.926335;0.860036;
117.254517;0.860502;
117.583619;0.860976;
117.913645;0.861459;
118.244597;0.861951;
118.576478;0.862451;
118.909291;0.862959;
119.243038;0.863476;
119.577721;0.864002;
119.913344;0.864535;
120.249909;0.865077;
120.587419;0.865628;
120.925875;0.866186;
121.265282;0.866753;
121.605642;0.867327;
121.946956;0.867910;
122.289229;0.868501;
122.632463;0.869099;
122.976659;0.869706;
123.321822;0.870320;
123.667954;0.870942;
124.015057;0.871572;
124.363134;0.872209;
124.712188;0.872854;
125.062222;0.873507;
125.413239;0.874166;
125.765240;0.874834;
126.118230;0.875509;
126.472210;0.876191;
126.827184;0.876880;
127.183155;0.877576;
127.540124;0.878280;
127.898095;0.878991;
128.257071;0.879709;
128.617055;0.880433;
128.978048;0.881165;
129.340056;0.881903;
129.703079;0.882648;
130.067121;0.883400;
130.432185;0.884159;
130.798273;0.884924;
131.165389;0.885696;
131.533536;0.886474;
131.902715;0.887259;
132.272931;0.888050;
132.644186;0.888847;
133.016483;0.889651;
133.389825;0.890461;
133.764215;0.891277;
134.139655;0.892099;
134.516150;0.892927;
134.893701;0.893761;
135.272312;0.894601;
135.651985;0.895447;
136.032724;0.896299;
136.414532;0.897156;
136.797411;0.898019;
137.181365;0.898888;
137.566397;0.899762;
137.952509;0.900642;
138.339705;0.901527;
138.727988;0.902418;
139.117361;0.903314;
139.507826;0.904215;
139.899388;0.905122;
140.292048;0.906033;
140.685811;0.906950;
141.080678;0.907872;
141.476654;0.908799;
141.873742;0.909731;
142.271943;0.910667;
142.671263;0.911609;
143.071703;0.912555;
143.473268;0.913507;
143.875959;0.914462;
144.279781;0.915423;
144.684736;0.916388;
145.090827;0.917357;
145.498059;0.918331;
145.906433;0.919310;
146.315954;0.920293;
146.726624;0.921280;
147.138446;0.922271;
147.551425;0.923267;
147.965562;0.924267;
148.380862;0.925271;
148.797328;0.926279;
149.214963;0.927291;
149.633769;0.928307;
150.053752;0.929326;
150.474913;0.930350;
150.897256;0.931378;
151.320784;0.932409;
151.745502;0.933444;
152.171411;0.934483;
152.598516;0.935525;
153.026819;0.936571;
153.456325;0.937621;
153.887036;0.938674;
154.318956;0.939731;
154.752088;0.940790;
155.186436;0.941854;
155.622003;0.942920;
156.058793;0.943990;
156.496808;0.945063;
156.936053;0.946140;
157.376531;0.947219;
157.818245;0.948302;
158.261199;0.949387;
158.705396;0.950476;
159.150840;0.951567;
159.597534;0.952662;
160.045482;0.953759;
160.494687;0.954860;
160.945153;0.955963;
161.396884;0.957068;
161.849882;0.958177;
162.304151;0.959288;
162.759696;0.960402;
163.216519;0.961519;
163.674625;0.962638;
164.134016;0.963760;
164.594696;0.964884;
165.056670;0.966010;
165.519940;0.967139;
165.984511;0.968271;
166.450385;0.969405;
166.917567;0.970541;
167.386060;0.971679;
167.855869;0.972820;
168.326995;0.973963;
168.799445;0.975108;
169.273220;0.976255;
169.748325;0.977405;
170.224763;0.978556;
170.702539;0.979709;
171.181656;0.980865;
171.662117;0.982022;
172.143927;0.983182;
172.627089;0.984343;
173.111608;0.985506;
173.597486;0.986671;
174.084728;0.987838;
174.573338;0.989007;
175.063319;0.990178;
175.554675;0.991350;
176.047410;0.992524;
176.541528;0.993699;
177.037034;0.994877;
177.533929;0.996055;
178.032220;0.997236;
178.531909;0.998418;
179.033001;0.999601;
179.535499;1.000786;
180.039407;1.001973;
180.544730;1.003161;
181.051471;1.004350;
181.559635;1.005541;
182.069224;1.006733;
182.580244;1.007927;
183.092698;1.009122;
183.606591;1.010318;
184.121926;1.011515;
184.638707;1.012714;
185.156939;1.013914;
185.676625;1.015115;
186.197770;1.016317;
186.720378;1.017521;
187.244452;1.018725;
187.769998;1.019931;
188.297018;1.021138;
188.825518;1.022346;
189.355501;1.023554;
189.886972;1.024764;
190.419934;1.025975;
190.954392;1.027187;
191.490350;1.028400;
192.027813;1.029614;
192.566784;1.030828;
193.107268;1.032044;
193.649269;1.033260;
194.192791;1.034477;
194.737838;1.035695;
195.284416;1.036914;
195.832527;1.038134;
196.382177;1.039354;
196.933370;1.040576;
197.486109;1.041797;
198.040400;1.043020;
198.596247;1.044243;
199.153654;1.045467;
199.712625;1.046692;
200.273166;1.047917;
200.835279;1.049143;
201.398971;1.050370;
201.964244;1.051597;
202.531104;1.052825;
203.099555;1.054053;
203.669601;1.055282;
204.241248;1.056511;
204.814499;1.057741;
205.389359;1.058971;
205.965832;1.060202;
206.543923;1.061433;
207.123637;1.062665;
207.704978;1.063897;
208.287951;1.065130;
208.872560;1.066362;
209.458810;1.067596;
210.046705;1.068829;
210.636250;1.070064;
211.227450;1.071298;
211.820310;1.072533;
212.414833;1.073768;
213.011025;1.075003;
213.608890;1.076239;
214.208434;1.077475;
214.809660;1.078711;
215.412574;1.079947;
216.017179;1.081184;
216.623482;1.082421;
217.231487;1.083658;
217.841198;1.084895;
218.452620;1.086132;
219.065759;1.087370;
219.680618;1.088608;
220.297203;1.089846;
220.915519;1.091084;
221.535570;1.092322;
222.157362;1.093560;
222.780898;1.094799;
223.406185;1.096037;
224.033227;1.097276;
224.662029;1.098515;
225.292595;1.099753;
225.924932;1.100992;
226.559043;1.102231;
227.194934;1.103470;
227.832610;1.104709;
228.472075;1.105948;
229.113336;1.107186;
229.756396;1.108425;
230.401261;1.109664;
231.047936;1.110903;
231.696427;1.112142;
232.346737;1.113381;
232.998872;1.114619;
233.652838;1.115858;
234.308640;1.117096;
234.966282;1.118335;
235.625770;1.119573;
236.287109;1.120811;
236.950304;1.122050;
237.615361;1.123288;
238.282284;1.124526;
238.951079;1.125763;
239.621751;1.127001;
240.294306;1.128239;
240.968748;1.129476;
241.645083;1.130713;
242.323317;1.131950;
243.003454;1.133187;
243.685500;1.134424;
244.369460;1.135660;
245.055341;1.136896;
245.743146;1.138132;
246.432882;1.139368;
247.124553;1.140604;
247.818166;1.141839;
248.513726;1.143074;
249.211238;1.144309;
249.910708;1.145544;
250.612141;1.146778;
251.315542;1.148012;
252.020918;1.149246;
252.728274;1.150480;
253.437615;1.151713;
254.148947;1.152946;
254.862276;1.154179;
255.577606;1.155411;
256.294945;1.156643;
257.014297;1.157875;
257.735668;1.159107;
258.459063;1.160338;
259.184489;1.161569;
259.911951;1.162799;
260.641455;1.164029;
261.373006;1.165259;
262.106611;1.166489;
262.842274;1.167718;
263.580003;1.168946;
264.319802;1.170175;
265.061677;1.171403;
265.805635;1.172631;
266.551681;1.173858;
267.299821;1.175085;
268.050060;1.176311;
268.802405;1.177537;
269.556862;1.178763;
270.313437;1.179988;
271.072135;1.181213;
271.832962;1.182438;
272.595925;1.183662;
273.361030;1.184886;
274.128281;1.186109;
274.897687;1.187332;
275.669251;1.188554;
276.442982;1.189776;
